更新提示：,#genre#
K Plus,http://210.210.155.35/uq2663/h/h08/01.m3u8?fluxustv.m3u8
K+,http://210.210.155.35/uq2663/h/h08/index.m3u8
One (Indonesian Sub),http://210.210.155.35/uq2663/h/h143/02.m3u8
Tele Quebec,http://212.98.171.116/HLS/ctvby/playlist.m3u8
TBC 대구 (SBS 大邱),http://221.157.125.239:1935/live/psike/playlist.m3u8
ALKORQAPLUS,http://32.shqiptv.org/korca/albplus/index.m3u8
RRI Net,http://36.89.47.217:11935/rrinet/live/index.m3u8
PUNKTum,http://5856e1a25f71a.streamlock.net:1935/easycast8-live/mp4:livestreamhd4/playlist.m3u8
OK Wernigerode,http://58bd5b7a98e04.streamlock.net/medienasa-live/mp4:ok-stendal_high/playlist.m3u8
CIRA TV,http://58bd5b7a98e04.streamlock.net/medienasa-live/mp4:ok-wernigerode_high/playlist.m3u8
Ran 1,http://58bd5b7a98e04.streamlock.net/medienasa-live/ok-dessau_high/playlist.m3u8
OK Stendal,http://58bd5b7a98e04.streamlock.net/medienasa-live/ok-merseburg_high/playlist.m3u8
Sonnenklar.TV,http://58bd5b7a98e04.streamlock.net/medienasa-live/ok-wernigerode_high/playlist.m3u8
PUNKTum Fernsehen,http://58bd5b7a98e04.streamlock.net/medienasa-live/punktum_high/playlist.m3u8
OK Merseburg-Querfurt (10,http://58bd5b7a98e04.streamlock.net/medienasa-live/rbw_high/playlist.m3u8
Radio 51 TV,http://59d7d6f47d7fc.streamlock.net/canale51/canale51/playlist.m3u8
RMK TV Sciacca,http://59d7d6f47d7fc.streamlock.net:1935/elivebresciatv/elivebresciatv/playlist.m3u8
苔湾番薯台,http://61.216.67.119:1935/TWHG/E1/chunklist_w705811302.m3u8
Health TV,http://62.113.210.250/medienasa-live/BLKonline_high/playlist.m3u8
MDF.1,http://62.113.210.250/medienasa-live/mdf1_high/agustiny.m3u8
Oberlausitz TV,http://62.113.210.250/medienasa-live/mdf1_high/playlist.m3u8
RAN1 Regionalfernsehen (1,http://62.113.210.250/medienasa-live/mp4:ran1_high/master.m3u8
oeins (Oldenburg),http://62.113.210.250/medienasa-live/punktum_high/master.m3u8
Elbekanal Sch?nebeck,http://62.113.210.250/medienasa-live/RFH_high/master.m3u8
Light Channel,http://62.113.210.250:1935/medienasa-live/mp4:ran1_high/playlist.m3u8
RBW,http://62.113.210.250:1935/medienasa-live/ran1_high/playlist.m3u8
OK Dessau,http://62.67.13.53:1935/HealthTV/ghtv_live_master.stream/playlist.m3u8
ATD TV (American TV of Da,http://66.242.170.53/hls/live/temp/index.m3u8
Payvand TV,http://68.235.35.243:1935/lamegamundial/lamegamundial2/playlist.m3u8
时尚台FTV,http://80.94.54.42/fashiontv/stream/playlist.m3u8
Fashion &amp; Lifestyle,http://85.238.112.69:8811/hls_sec/239.0.4.18-.m3u8
Селенга ТВ,http://90.188.37.86/live/playlist.m3u8
Первый городской (Одесса),http://91.194.79.46:8081/stream1/channel1/playlist.m3u8
4 канал,http://91.194.79.46:8081/stream2/channel2/playlist.m3u8
RUTV,http://92.50.128.180/utv/1358/index.m3u8
4канал,http://95.67.106.10/hls/nta_ua_hi/index.m3u8
ПервыйДеловой,http://95.67.127.156/hls/pershij-dlovij_ua_hi/index.m3u8
ПравдаТУТ,http://95.67.17.131/hls/pravdatytkievshina_ua_hi/index.m3u8
Радио Люкс,http://95.67.21.100/hls/prm_ua_hi/index.m3u8
РЕН ТВ,http://ad-hls-rentv.cdnvideo.ru/ren/smil:ren.smil/playlist.m3u8
ADiTV,http://aditv.onlivestreaming.net/aditv/livestream/playlist.m3u8
DAAI TV,http://45.126.83.51/qwr9ew/s/s13/index.m3u8
Diva,http://45.126.83.51/uq2663/h/h11/index.m3u8
Самара ГИС Not 24/7,http://45.67.57.9:8080/new/new/playlist.m3u8
24 Канал,http://46.175.163.130/live_yatb/playlist.m3u8
ЛДПР ТВ,http://46.46.143.222:1935/live/mp4:ldpr.stream/playlist.m3u8
ЛДПР ТВ,http://46.46.143.222:1935/live/mp4:ldpr.stream_720p/playlist.m3u8
Kanal T,http://51.15.2.151/hls/kanalavrupa.m3u8
Persiana Junior,http://51.210.199.14/hls/stream.m3u8
Persiana Family,http://51.210.199.15/hls/stream.m3u8
TV78,http://51.210.199.18/hls/stream.m3u8
Persiana Nostalgia,http://51.210.199.19/hls/stream.m3u8
TV7 Colmar,http://51.210.199.21/hls/stream.m3u8
PersianaIranian,http://51.210.199.22/hls/stream.m3u8
PersianaDocumentary,http://51.210.199.23/hls/stream.m3u8
PersianaMusic,http://51.210.199.24/hls/stream.m3u8
City Music TV,http://5592f056abba8.streamlock.net/citytv/citytv/playlist.m3u8
TBS,http://58.234.158.60:1935/catvlive/myStream/playlist.m3u8
美丽人生,http://58.99.33.16:1935/liveedge17/live_070_3.stream/chunklist.m3u8
海豚综合,http://58.99.33.16:1935/liveedge17/live_077_3.stream/chunklist.m3u8
中苔湾生活网,http://58.99.33.16:1935/liveedge17/live_852_3.stream/chunklist.m3u8

R4K,#genre#
4k超高清,http://open.live-web.timetv.cn/live03/cctv4k.m3u8
爱上4K,http://111.20.33.93/PLTV/88888893/224/3221226352/index.m3u8
纯享4K,http://39.134.115.163:8080/PLTV/88888910/224/3221225786/index.m3u8 $1
纯享4K,http://39.135.138.59:18890/PLTV/88888910/224/3221225786/index.m3u8 $2
纯享4k,http://39.135.138.60:18890/PLTV/88888910/224/3221225786/index.m3u8 $3
纯享4k,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225786/index.m3u8 $4
纯享4k,http://39.135.138.58:18890/PLTV/88888888/224/3221225786/index.m3u8
纯享4K,http://39.134.115.163:8080/PLTV/88888910/224/3221225786/index.m3u8
纯享4K,http://39.135.138.59:18890/PLTV/88888910/224/3221225786/index.m3u8
欢笑剧场4k,http://183.207.255.188/live/program/live/hxjchd/4000000/mnf.m3u8 $1
欢笑剧场4k,http://111.20.33.93/PLTV/88888893/224/3221226582/index.m3u8
苏州4K,http://liveshowbak2.kan0512.com/ksz-norecord/csztv4k_4k.m3u8
Clarity4K,https://d3thiix3tzne5u.cloudfront.net/playlist2160p.m3u8
CCTV4K F,http://liveop.cctv.cn/hls/4KHD/playlist.m3u8
CCTV4K F,http://liveop.cctv.cn/hls/4KHD/playlist.m3u8
河南卫视4k超,http://218.29.135.2:4000/udp/225.1.4.254:1300
苏州4k,http://liveshowbak2.kan0512.com/ksz-norecord/csztv4k_4k.m3u8
峨眉4K, http://112.19.214.90:8883/tsfile/live/1004_1.m3u8

电影,#genre#
斗鸡,https://ukzy.ukubf3.com/20220513/KHN7xBIP/index.m3u8
二子开店,https://v4.cdtlas.com/20220517/U4cgvrIR/index.m3u8
天生胆小,https://v4.cdtlas.com/20220302/93FVqJW6/index.m3u8
喜剧明星,https://s1.zoubuting.com/20220621/opwOk4h4/index.m3u8
顽主,https://ukzy.ukubf4.com/20220407/kY7KMddv/index.m3u8
瞧这一家子,https://ukzy.ukubf3.com/20220505/qSkREtXc/index.m3u8
没完没了,https://vod1.bdzybf7.com/20220511/SpcVfCxn/index.m3u8
甲方乙方,https://ukzy.ukubf4.com/20220408/u9E9q1lY/index.m3u8
千里之外FHD,http://em.21dtv.com/songs/60114086.mkv
杀戮都市2,https://vip.lz-cdn2.com/20220425/4423_243ad5a4/1200k/hls/index.m3u8
宇宙追辑令,https://wolongzywcdn2.com:65/QiHXJS2v/index.m3u8
新精武门:武魂,https://vip.lz-cdn1.com/20220318/282_6776ba05/index.m3u8
唐人街探案3,https://cdn.zoubuting.com/20210625/YAsZuFuS/1200kb/hls/index.m3u8
CHC动作电影,http://111.20.33.93/PLTV/88888893/224/3221226465/index.m3u8
CHC高清电影,http://111.20.33.93/TVOD/88888893/224/3221226463/index.m3u8
CHC家庭影院,http://111.20.33.93/PLTV/88888893/224/3221226462/index.m3u8

综艺,#genre#

李子柒,http://hls-ott-zhibo.wasu.tv/live/443/index.m3u8
连续剧,http://hls-ott-zhibo.wasu.tv/live/442/index.m3u8
非遗美食,http://hls-ott-zhibo.wasu.tv/live/181/index.m3u8
英雄联盟,http://hls-ott-zhibo.wasu.tv/live/461/index.m3u8
华数,http://125.210.152.19:9090/live/hzgq-hsfwgq-h264.m3u8
今晚80后脱口秀,http://bp-caster.bestv.com.cn/462/1/video.m3u8
女人购物,http://hls-ott-zhibo.wasu.tv/live/452/index.m3u8
摆脱恐惧,https://nhls.mcloud.139.com/hls/KH3cb5a024bc2a78786e1eb29f7c4243ad/playlist.m3u8?ci=100yc24O141703920220301110921uw6#https://nhls.mcloud.139.com/hls/KH4812be37be3aa1b9d79b5febc879aa91/playlist.m3u8?ci=100yc24O141703920220321201415f82#https://nhls.mcloud.139.com/hls/KH4812be37be3aa1b9d79b5febc879aa91/single/video/0/352/index.m3u8

热门网游,#genre#
JJ斗地主官方,http://tc-tct.douyucdn2.cn/dyliveflv1a/488743rAHScWyyII_2000.flv?wsAuth=af68f33dc536a0fb76a514b2dcce8f6b&token=cpn-androidmpro-0-488743-df8b1830ef2e6ce1e55031a221b1d3b7dfd1c7e0d6d57314&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play2

王者荣耀官方赛事,http://tc-tct.douyucdn2.cn/dyliveflv1a/1863767rkpl2_2000p.flv?wsAuth=f73077d85e523eb95b6ce1ea3581b46b&token=cpn-androidmpro-0-1863767-7b520f6fe0a2b18db3c111c4e3c14350afd2dcaf43d0ef60&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play2
狼人杀官方赛事,http://tc-tct.douyucdn2.cn/dyliveflv1/4615959rUFUtiJ3v.flv?wsAuth=7971ae0019a9ad2822153b7370372e8c&token=cpn-androidmpro-0-4615959-c88b2c2692ce476579452cdc62babd37285751f91f149297&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play1
网易第五人格,http://tc-tct.douyucdn2.cn/dyliveflv1a/3226194r73pCQamR_2000.flv?wsAuth=50ba16bb9998ec281101f2a5d8975be6&token=cpn-androidmpro-0-3226194-1c055b38aa29e2877292a9ffa392a948c894567c5e4b79ff&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play2
永劫无间,http://tc-tct.douyucdn2.cn/dyliveflv1a/9662891rlaeIAP3A_2000.flv?wsAuth=07d3125e1ec93068330e14be22a09454&token=cpn-androidmpro-0-9662891-7de7dc707e1a51dddb241f8ecad4f36806d04b45752cbbd8&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play2
暴雪游戏频道,http://tc-tct.douyucdn2.cn/dyliveflv1/525207rUBsWpKrbH_2000p.flv?wsAuth=8302e2f1a5216afd9e239293282a41ed&token=cpn-androidmpro-0-525207-6d6087ff47bebf4b213159cd00ad5761b3259a94ff92c229&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play1
CFHD运营团队,http://tc-tct.douyucdn2.cn/dyliveflv1/8997983rfQVBolEH_2000.flv?wsAuth=45ff03b1818ce6398a5a34e698a46dba&token=cpn-androidmpro-0-8997983-7e94709e7ed13246a49ff67d2e1ad304de33db931322270e&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play1
穿越火线赛事专用,http://tc-tct.douyucdn2.cn/dyliveflv1a/522798rrv2iWNfEV.flv?wsAuth=ff5efe8672e44d402fbd8ac0cac06887&token=cpn-androidmpro-0-522798-c33e5a434c94939acc5bd571517cf7eb1c3e4a6a05de56e3&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play2
和平精英官方赛事,http://tc-tct.douyucdn2.cn/dyliveflv1/999rx47n2pp8pKD_2000.flv?wsAuth=03cf5935477932d23e1100fed3ba5802&token=cpn-androidmpro-0-999-d32d75306aab2a79b0b7844323c89b51539b82b0dc6a561f&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play1
三国志战略版官方手游,http://tc-tct.douyucdn2.cn/dyliveflv1/9118022riKspVNtJ_2000p.flv?wsAuth=690d6aa07b443fcc1319619bf3d45e4d&token=cpn-androidmpro-0-9118022-5b47f7d60f266070e3291b3d560f0131da1dbb0df8c33521&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play1
CF手游,http://tc-tct.douyucdn2.cn/dyliveflv1/868191rjy69PsEAz_2000.flv?wsAuth=63d571126613feca6067da321aaf2df2&token=cpn-androidmpro-0-868191-846aacab1859214c037e4d0c263121580403540feea39901&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play1
QQ飞车手游官方直播间,http://tc-tct.douyucdn2.cn/dyliveflv1a/5040227raXQRnvWY_2000.flv?wsAuth=9ba9085d02652835d248c7b9b761066e&token=cpn-androidmpro-0-5040227-432528579fe9471273794b229e31c55926f10a9005bcf7be&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play2
跑跑卡丁车官方竞速版,http://tc-tct.douyucdn2.cn/dyliveflv1a/6672862r90xSwiRP_2000.flv?wsAuth=1c2c516dd80b1193241687841f128073&token=cpn-androidmpro-0-6672862-ee6297daa5d07f3494aad175947a679df4184f7934380258&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play2
梦幻西游手游巅峰赛,http://tc-tct.douyucdn2.cn/dyliveflv1/9163712rMgvzHPS8.flv?wsAuth=32091232bde4f15d3bda20830286ac07&token=cpn-androidmpro-0-9163712-b202112df1a8ff8cdc2b45df58742cbf7125bb1891754dc6&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play1

轮播,#genre#
周润发,http://112.74.200.9:88/tv000000/m3u8.php?/migu/639526984
周星驰,http://112.74.200.9:88/tv000000/m3u8.php?/migu/623338112
成龙,http://112.74.200.9:88/tv000000/m3u8.php?/migu/707671890
张国荣,http://112.74.200.9:88/tv000000/m3u8.php?/migu/707689526
郭富城,http://112.74.200.9:88/tv000000/m3u8.php?/migu/639528330
刘德华,http://112.74.200.9:88/tv000000/m3u8.php?/migu/659315648
金庸,http://112.74.200.9:88/tv000000/m3u8.php?/migu/625774640
古龙,http://112.74.200.9:88/tv000000/m3u8.php?/migu/639528313
新片放映厅,http://112.74.200.9:88/tv000000/m3u8.php?/migu/619495952
高分影院,http://112.74.200.9:88/tv000000/m3u8.php?/migu/627198191
盗墓,http://112.74.200.9:88/tv000000/m3u8.php?/migu/625525181
经典影视速看,http://112.74.200.9:88/tv000000/m3u8.php?/migu/627198751
试胆大会,http://112.74.200.9:88/tv000000/m3u8.php?/migu/637483721
高能烧脑时刻,http://112.74.200.9:88/tv000000/m3u8.php?/migu/625542365
咪咕云上电影院,http://112.74.200.9:88/tv000000/m3u8.php?/migu/625703337
咪咕暑期剧场,http://112.74.200.9:88/tv000000/m3u8.php?/migu/627198692
黄金剧场,http://112.74.200.9:88/tv000000/m3u8.php?/migu/625155140
少林剧场,http://112.74.200.9:88/tv000000/m3u8.php?/migu/625526423
喜剧联盟,http://112.74.200.9:88/tv000000/m3u8.php?/migu/637444830
僵尸剧场,http://112.74.200.9:88/tv000000/m3u8.php?/migu/627033504
深夜失眠剧场,http://112.74.200.9:88/tv000000/m3u8.php?/migu/625759558
红色谍战剧场,http://112.74.200.9:88/tv000000/m3u8.php?/migu/634274665
经典贺岁片,http://112.74.200.9:88/tv000000/m3u8.php?/migu/625774662
每日科幻电影,http://112.74.200.9:88/tv000000/m3u8.php?/migu/625204865
追剧少女,http://112.74.200.9:88/tv000000/m3u8.php?/migu/617432318
怀旧老片,http://112.74.200.9:88/tv000000/m3u8.php?/migu/621640582
武侠剧场,http://112.74.200.9:88/tv000000/m3u8.php?/migu/627198822
盗墓笔记,http://112.74.200.9:88/tv000000/m3u8.php?/migu/625681367
咪咕,#genre#
咪咕1http://111.12.110.3:6610/PLTV/77777777/224/3221225863/index.m3u8?vamoschucktv
咪咕2,http://111.12.110.3:6610/PLTV/77777777/224/3221225771/index.m3u8?vamoschucktv
咪咕3,http://111.12.110.3:6610/PLTV/77777777/224/3221225774/index.m3u8?vamoschucktv
咪咕4,http://111.12.110.3:6610/PLTV/77777777/224/3221225777/index.m3u8?vamoschucktv
咪咕5,http://111.12.110.3:6610/PLTV/77777777/224/3221225780/index.m3u8?vamoschucktv
咪咕6,http://111.12.110.3:6610/PLTV/77777777/224/3221225783/index.m3u8?vamoschucktv
咪咕7,http://111.12.110.3:6610/PLTV/77777777/224/3221225786/index.m3u8?vamoschucktv
咪咕8,http://111.12.110.3:6610/PLTV/77777777/224/3221225792/index.m3u8?vamoschucktv
咪咕-9,http://111.12.110.3:6610/PLTV/77777777/224/3221225793/index.m3u8?vamoschucktv
咪咕10,http://111.12.110.3:6610/PLTV/77777777/224/3221225796/index.m3u8?vamoschucktv
咪咕11,http://111.12.110.3:6610/PLTV/77777777/224/3221225799/index.m3u8?vamoschucktv
咪咕12,http://111.12.110.3:6610/PLTV/77777777/224/3221225802/index.m3u8?vamoschucktv
咪咕13,http://111.12.110.3:6610/PLTV/77777777/224/3221225805/index.m3u8?vamoschucktv
咪咕14,http://111.12.110.3:6610/PLTV/77777777/224/3221225808/index.m3u8?vamoschucktv
咪咕15,http://111.12.110.3:6610/PLTV/77777777/224/3221225811/index.m3u8?vamoschucktv
咪咕16,http://111.12.110.3:6610/PLTV/77777777/224/3221225814/index.m3u8?vamoschucktv
咪咕17,http://111.12.110.3:6610/PLTV/77777777/224/3221225817/index.m3u8?vamoschucktv
咪咕18,http://111.12.110.3:6610/PLTV/77777777/224/3221225820/index.m3u8?vamoschucktv
咪咕19,http://111.12.110.3:6610/PLTV/77777777/224/3221225834/index.m3u8?vamoschucktv
咪咕-20,http://111.12.110.3:6610/PLTV/77777777/224/3221225839/index.m3u8?vamoschucktv
咪咕21,http://111.12.110.3:6610/PLTV/77777777/224/3221225840/index.m3u8?vamoschucktv
咪咕22,http://111.12.110.3:6610/PLTV/77777777/224/3221225842/index.m3u8?vamoschucktv
咪咕23,http://111.12.110.3:6610/PLTV/77777777/224/3221225843/index.m3u8?vamoschucktv
咪咕24,http://111.12.110.3:6610/PLTV/77777777/224/3221225845/index.m3u8?vamoschucktv
咪咕25,http://111.12.110.3:6610/PLTV/77777777/224/3221225846/index.m3u8?vamoschucktv
咪咕26,http://111.12.110.3:6610/PLTV/77777777/224/3221225848/index.m3u8?vamoschucktv
咪咕27,http://111.12.110.3:6610/PLTV/77777777/224/3221225849/index.m3u8?vamoschucktv
咪咕28,http://111.12.110.3:6610/PLTV/77777777/224/3221225850/index.m3u8?vamoschucktv
咪咕29,http://111.12.110.3:6610/PLTV/77777777/224/3221225851/index.m3u8?vamoschucktv
咪咕30,http://111.12.110.3:6610/PLTV/77777777/224/3221225852/index.m3u8?vamoschucktv
咪咕31,http://111.12.110.3:6610/PLTV/77777777/224/3221225853/index.m3u8?vamoschucktv
咪咕32,http://111.12.110.3:6610/PLTV/77777777/224/3221225854/index.m3u8?vamoschucktv
咪咕33,http://111.12.110.3:6610/PLTV/77777777/224/3221225855/index.m3u8?vamoschucktv
咪咕34,http://111.12.110.3:6610/PLTV/77777777/224/3221225857/index.m3u8?vamoschucktv
咪咕35,http://111.12.110.3:6610/PLTV/77777777/224/3221225858/index.m3u8?vamoschucktv
咪咕36,http://111.12.110.3:6610/PLTV/77777777/224/3221225859/index.m3u8?vamoschucktv
咪咕38,http://111.12.110.3:6610/PLTV/77777777/224/3221225861/index.m3u8?vamoschucktv
咪咕39,http://111.12.110.3:6610/PLTV/77777777/224/3221225862/index.m3u8?vamoschucktv
咪咕40,http://111.12.110.3:6610/PLTV/77777777/224/3221225865/index.m3u8?vamoschucktv
咪咕41,http://111.12.110.3:6610/PLTV/77777777/224/3221225868/index.m3u8?vamoschucktv
咪咕42,http://111.12.110.3:6610/PLTV/77777777/224/3221225871/index.m3u8?vamoschucktv
咪咕44,http://111.12.110.3:6610/PLTV/77777777/224/3221225893/index.m3u8?vamoschucktv
咪咕45,http://111.12.110.3:6610/PLTV/77777777/224/3221225896/index.m3u8?vamoschucktv
咪咕46,http://111.12.110.3:6610/PLTV/77777777/224/3221225899/index.m3u8?vamoschucktv
咪咕47,http://111.12.110.3:6610/PLTV/77777777/224/3221225902/index.m3u8?vamoschucktv
咪咕48,http://111.12.110.3:6610/PLTV/77777777/224/3221225905/index.m3u8?vamoschucktv
咪咕49,http://111.12.110.3:6610/PLTV/77777777/224/3221225908/index.m3u8?vamoschucktv
咪咕50,http://111.12.110.3:6610/PLTV/77777777/224/3221225911/index.m3u8?vamoschucktv
咪咕51http://111.12.110.3:6610/PLTV/77777777/224/3221225914/index.m3u8?vamoschucktv
咪咕52,http://111.12.110.3:6610/PLTV/77777777/224/3221225917/index.m3u8?vamoschucktv
咪咕53,http://111.12.110.3:6610/PLTV/77777777/224/3221225920/index.m3u8?vamoschucktv
咪咕轮播54,http://111.12.110.3:6610/PLTV/77777777/224/3221225876/index.m3u8?vamoschucktv
咪咕轮播55,http://111.12.110.3:6610/PLTV/77777777/224/3221225961/index.m3u8?vamoschucktv
咪咕轮播56,http://111.12.110.3:6610/PLTV/77777777/224/3221225935/index.m3u8?vamoschucktv
咪咕轮播57,http://111.12.110.3:6610/PLTV/77777777/224/3221225972/index.m3u8?vamoschucktv

NEWTV,#genre#
超级电视剧,http://39.135.138.58:18890/PLTV/88888910/224/3221225765/index.m3u8
超级电视剧,http://39.135.138.58:18890/PLTV/88888888/224/3221225625/index.m3u8
超级电视剧,http://39.135.138.59:18890/PLTV/88888910/224/3221225625/index.m3u8
超级电影,http://39.135.138.58:18890/PLTV/88888910/224/3221225623/index.m3u8
超级电影,http://39.135.138.58:18890/PLTV/88888888/224/3221225623/index.m3u8
超级电影,http://39.135.138.59:18890/PLTV/88888910/224/3221225623/index.m3u8
超级电影,http://39.135.138.59:18890/PLTV/88888910/224/3221225766/index.m3u8
超级电影,http://39.135.138.58:18890/PLTV/88888910/224/3221225766/index.m3u8
超级电影,http://39.134.115.163:8080/PLTV/88888910/224/3221225766/index.m3u8
超级电影,http://39.134.115.163:8080/PLTV/88888910/224/3221225623/index.m3u8
超级综艺,http://39.135.138.59:18890/PLTV/88888910/224/3221225768/index.m3u8
超级综艺,http://39.135.138.58:18890/PLTV/88888910/224/3221225768/index.m3u8
超级综艺,http://39.135.138.58:18890/PLTV/88888888/224/3221225620/index.m3u8
超级综艺,http://39.135.138.58:18890/PLTV/88888910/224/3221225620/index.m3u8
超级综艺,http://39.134.115.163:8080/PLTV/88888910/224/3221225620/index.m3u8


超级体育,http://39.135.138.58:18890/PLTV/88888910/224/3221225648/index.m3u8
超级体育,http://39.135.138.58:18890/PLTV/88888910/224/3221225767/index.m3u8
超级体育,http://39.135.138.58:18890/PLTV/88888888/224/3221225648/index.m3u8
超级体育,http://39.135.138.59:18890/PLTV/88888910/224/3221225622/index.m3u8
超级体育,http://39.135.138.58:18890/PLTV/88888888/224/3221225622/index.m3u8
潮妈辣婆,http://39.135.138.58:18890/PLTV/88888910/224/3221225708/index.m3u8
古装剧场,http://39.135.138.58:18890/PLTV/88888888/224/3221225678/index.m3u8
古装剧场,http://39.135.138.58:18890/PLTV/88888910/224/3221225678/index.m3u8
家庭剧场,http://39.135.138.58:18890/PLTV/88888910/224/3221225713/index.m3u8
金牌综艺,http://39.135.138.59:18890/PLTV/88888910/224/3221225711/index.m3u8
金牌综艺,http://39.135.138.58:18890/PLTV/88888910/224/3221225711/index.m3u8
精品大剧,http://39.135.138.58:18890/PLTV/88888910/224/3221225714/index.m3u8
精品纪录,http://39.135.138.58:18890/PLTV/88888910/224/3221225710/index.m3u8
精品体育,http://39.134.115.163:8080/PLTV/88888910/224/3221225709/index.m3u8
精品体育,http://39.135.138.58:18890/PLTV/88888910/224/3221225709/index.m3u8
军旅剧场,http://39.135.138.59:18890/PLTV/88888910/224/3221225669/index.m3u8
军旅剧场,http://39.135.138.58:18890/PLTV/88888910/224/3221225669/index.m3u8
军旅剧场,http://39.135.138.58:18890/PLTV/88888888/224/3221225669/index.m3u8
军事评论,http://39.135.138.58:18890/PLTV/88888910/224/3221225757/index.m3u8
明星大片,http://39.134.115.163:8080/PLTV/88888910/224/3221225716/index.m3u8
明星大片,http://39.135.138.59:18890/PLTV/88888910/224/3221225716/index.m3u8
农业致富,http://39.135.138.59:18890/PLTV/88888910/224/3221225670/index.m3u8
农业致富,http://39.135.138.58:18890/PLTV/88888888/224/3221225670/index.m3u8
农业致富,http://39.135.138.58:18890/PLTV/88888910/224/3221225670/index.m3u8
武搏世界,http://39.135.138.58:18890/PLTV/88888888/224/3221225656/index.m3u8
炫舞未来,http://39.135.138.58:18890/PLTV/88888910/224/3221225707/index.m3u8
炫舞未来,http://39.135.138.59:18890/PLTV/88888910/224/3221225707/index.m3u8
怡伴健康,http://39.135.138.58:18890/PLTV/88888888/224/3221225666/index.m3u8
怡伴健康,http://39.135.138.58:18890/PLTV/88888910/224/3221225666/index.m3u8
黑莓电竞,http://111.40.196.9/PLTV/88888888/224/3221225606/index.m3u8
黑莓电竞,http://39.135.138.58:18890/PLTV/88888888/224/3221225749/index.m3u8
黑莓电竞,http://39.135.138.58:18890/PLTV/88888888/224/3221225653/index.m3u8
黑莓电竞,http://39.135.138.58:18890/PLTV/88888888/224/3221225750/index.m3u8
黑莓电影,http://39.135.138.58:18890/PLTV/88888910/224/3221225718/index.m3u8
黑莓电影,http://39.135.138.58:18890/PLTV/88888888/224/3221225769/index.m3u8
黑莓电影,http://39.135.138.58:18890/PLTV/88888888/224/3221225718/index.m3u8
黑莓电影,http://39.135.138.58:18890/PLTV/88888888/224/3221225764/index.m3u8
黑莓动画,http://39.135.138.58:18890/PLTV/88888888/224/3221225672/index.m3u8
黑莓动画,http://111.40.196.9/PLTV/88888888/224/3221225628/index.m3u8








虎音,#genre#
韩国音乐,https://srv1.zcast.com.br/kpoptv/kpoptv/.m3u8
韩国音乐,https://srv1.zcast.com.br/kpoptv/kpoptv/chunklist_w987955597.m3u8
音乐石榴,http://txtest-xp2p.p2p.huya.com/src/1199512344405-1199512344405-5224693802798678016-2399024812266-10057-A-0-1.xs
新歌速递,http://txtest-xp2p.p2p.huya.com/src/1099531740260-1099531740260-86382461021323264-2199063603976-10057-A-0-1.xs
虎牙新歌,http://txtest-xp2p.p2p.huya.com/src/1099531740262-1099531740262-86382469611257856-2199063603980-10057-A-0-1.xs
阿兰民歌,http://txtest-xp2p.p2p.huya.com/src/1199549362653-1199549362653-5383685967313895424-2399098848762-10057-A-0-1.xs
日系乐团,http://txtest-xp2p.p2p.huya.com/src/1099531753556-1099531753556-86439566906490880-2199063630568-10057-A-0-1.xs
经典好歌,http://txtest-xp2p.p2p.huya.com/src/1199513611939-1199513611939-5230137819875246080-2399027347334-10057-A-0-1.xs
小舞点播,http://txtest-xp2p.p2p.huya.com/src/1048902-1048902-4504999786708992-2221260-10057-A-0-1.xs
杰伦专场,http://txtest-xp2p.p2p.huya.com/src/2369489358-2369489358-7030957237289786162-4739102172-10057-A-1637022333-1.xs
奕迅金曲,http://txtest-xp2p.p2p.huya.com/src/1099531753598-1099531753598-86439747295117312-2199063630652-10057-A-0-1.xs
催眠音乐,http://txtest-xp2p.p2p.huya.com/src/1099531753567-1099531753567-86439614151131136-2199063630590-10057-A-0-1.xs
爵士乐赏,http://txtest-xp2p.p2p.huya.com/src/1099531753534-1099531753534-86439472417210368-2199063630524-10057-A-0-1.xs
老虎音乐,http://txtest-xp2p.p2p.huya.com/src/1199518370638-1199518370638-5250576276451753984-2399036864732-10057-A-0-1.xs
